name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-04-01T00:00:00,7.4,7.4,5.2,85.56,0,0,,,,11.2,4.1,12,1018.4,53.6,6.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T01:00:00,7.8,6.6,5.5,85.53,0,0,,,,11.2,7.1,14,1018.8,78.2,5.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T02:00:00,7.9,6.7,5.6,85.56,0,0,,,,10.7,7.1,10,1019,82.3,5.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T03:00:00,7.9,7.9,5.7,85.55,0,0,,,,7.6,4.2,30,1019,90,5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T04:00:00,8.2,7,5.7,84.53,0,0,,,,11.2,7.2,77,1019,67.4,5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T05:00:00,8.2,8.2,5.9,85.46,0,0,,,,11.4,4.4,59,1019.4,92,4.7,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T06:00:00,8.2,8.2,6.1,86.83,0,0,,,,18,4.6,77,1019.8,98.4,5.8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T07:00:00,7.6,6.2,6,89.28,0,0,,,,14.8,8.2,62,1020,90.4,5.5,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T08:00:00,7.5,5.5,6,90.07,0,0,,,,18,11,60,1020.4,82.6,4.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T09:00:00,7.8,6.4,6,88.77,0,0,,,,18.4,8.3,95,1021,43.5,3.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T10:00:00,8.9,6.9,5.3,78.32,0,0,,,,18.7,12.5,96,1021.6,45.1,4.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T11:00:00,10.5,10.5,5.3,69.98,0,0,,,,22.4,12.5,96,1022,21.1,7.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T12:00:00,11.6,11.6,4.1,59.98,0,0,,,,26.4,12,105,1022,39.6,10.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T13:00:00,13.2,13.2,5.2,58.54,0,0,,,,26.2,13,62,1021.8,14.7,14.8,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T14:00:00,14.5,14.5,4.9,52.48,0,0,,,,27,12.8,54,1021.4,15.5,16.1,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T15:00:00,15.7,15.7,4.6,47.7,0,0,,,,29.7,15.8,59,1021.4,13.9,16.1,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-04-01T16:00:00,15.9,15.9,5.5,50.09,0,0,,,,35.3,19.9,53,1021,17.5,15.9,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-04-01T17:00:00,16.1,16.1,5,47.94,0,0,,,,32.9,19.1,63,1021,14.7,16.1,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07150099999"
