name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-05-01T00:00:00,17.6,17.6,5.4,44.61,0,0,,,,31.7,12.6,78,1010.2,11.8,20.4,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-05-01T01:00:00,16.9,16.9,3.3,40.26,0,0,,,,31.7,12.3,69,1010.2,3.9,33.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T02:00:00,15.7,15.7,2.5,41.01,0,0,,,,30.6,12.1,76,1009.8,3.9,33.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T03:00:00,14.9,14.9,1.9,41.36,0,0,,,,29.5,14.3,74,1009.1,3.9,33.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T04:00:00,13.9,13.9,2.5,46.27,0,0,,,,18.4,11,65,1009.1,3.9,33.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T05:00:00,13.2,13.2,2.7,49.08,0,0,,,,24.3,8,45,1009.1,3.9,33.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T06:00:00,12.7,12.7,1.9,47.8,0,0,,,,29.5,11.1,53,1009.1,26.2,12.9,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-05-01T07:00:00,12.2,12.2,3,53.35,0,0,,,,25.6,8.4,74,1009.1,42.5,11.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-05-01T08:00:00,12.9,12.9,3,51,0,0,,,,18.1,8.3,75,1009.7,17.2,13.2,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-05-01T09:00:00,14.1,14.1,3.3,48.19,0,0,,,,22.8,12.5,79,1010.2,14.7,13.1,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
