name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-09-01T00:00:00,16.7,16.7,11.8,72.89,0,0,,,,25.9,10.1,290,1023,97.3,17.8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T01:00:00,16.4,16.4,12.2,76.18,0,0,,,,25.9,5.9,281,1022.6,97.3,17.8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T02:00:00,16.2,16.2,12.2,77.12,0,0,,,,24.7,11.6,270,1022.6,97.3,20.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T03:00:00,16,16,12.7,80.7,0,0,,,,22.3,9.2,270,1022.6,97.3,26.5,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T04:00:00,16,16,12.9,82.11,0,0,,,,25.9,9.4,279,1022.2,94.5,26.1,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T05:00:00,15.9,15.9,13.2,83.66,0,0,,,,18.6,8.4,280,1022,94.5,23.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T06:00:00,15.8,15.8,13.2,84.35,0,0,,,,22.3,8.4,277,1022,81.8,19.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T07:00:00,15.7,15.7,13.4,86.35,0,0,,,,18.4,8.5,279,1022,90.8,10.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T08:00:00,15.7,15.7,13.6,87.5,0,0,,,,18.8,8.5,287,1022,91.5,10.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-09-01T09:00:00,16,16,13.7,86.36,0,0,,,,19.7,8.5,279,1022.6,98.9,10.4,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
