name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-07-01T00:00:00,18.3,18.3,14.3,77.34,0,0,,,,11.2,7.6,162,1011.9,58.2,25.1,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T01:00:00,17.9,17.9,14.4,79.66,0,0,,,,11.2,7.9,162,1010.8,39.4,36.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T02:00:00,17.7,17.7,14.2,79.96,0,0,,,,13.9,7.3,156,1010.8,37.4,36.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T03:00:00,17.1,17.1,14.3,83.23,0,0,,,,11.2,7.1,153,1010.2,41.4,36.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T04:00:00,17.6,17.6,14.4,81.2,0,0,,,,14.8,10.8,179,1010.2,45.3,36.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T05:00:00,17.6,17.6,14.3,80.7,0,0,,,,21.8,11.4,179,1009.5,55.1,36.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T06:00:00,17.3,17.3,15.2,87.17,0.385,100,rain,,,22.3,11.3,180,1009.1,88.5,16.5,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T07:00:00,17.1,17.1,15.3,89.06,0.162,100,rain,,,21.7,11.2,194,1009.7,90,15.8,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T08:00:00,17.1,17.1,13.9,81.37,0,0,,,,23.7,9.3,214,1009.1,89.7,16.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T09:00:00,17.8,17.8,14.4,80.29,0,0,,,,22.3,9.2,203,1009.1,88.2,16.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T10:00:00,18.6,18.6,14.3,76.31,0,0,,,,25.6,12.2,213,1009.1,81.2,16.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T11:00:00,19.7,19.7,15,74.35,0,0,,,,26.7,12.5,208,1009.1,87.1,17,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T12:00:00,21.7,21.7,15.7,68.77,0,0,,,,30.3,13.8,194,1008.8,63.1,17.1,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T13:00:00,21.6,21.6,15,65.89,0,0,,,,38.9,17.6,190,1008.8,79.3,16.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T14:00:00,21,21,13.8,63.19,0,0,,,,40.2,20.6,199,1008.8,86.7,16.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T15:00:00,22.1,22.1,12.3,54,0,0,,,,42.5,17.8,202,1008.8,63,17.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T16:00:00,22.5,22.5,13.5,56.86,0,0,,,,42.8,19.8,193,1008.1,85.7,17.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-07-01T17:00:00,22.5,22.5,12.4,52.72,0,0,,,,43,20.7,194,1007.8,79,17.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
