name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-12-01T00:00:00,8.1,5,6.6,90.38,0,0,,0,0,35.3,19.7,193,1008.4,100,7.6,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T01:00:00,8.1,5.4,6.6,90.31,0,0,,0,0,36.1,16.8,200,1008.3,100,8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T02:00:00,8.6,5.6,7.2,91.28,0.051,100,rain,0,0,38.9,19.9,193,1007.3,100,6.4,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T03:00:00,8.5,5.6,7.4,92.84,1.133,100,rain,0,0,38.9,19.5,194,1007.1,100,6.5,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T04:00:00,8.8,5.7,7.9,94.13,0,0,,0,0,41.7,22.3,205,1006.8,100,6.1,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T05:00:00,9.3,6.3,8.2,93.18,2.035,100,rain,0,0,38.9,21.7,203,1006.3,95.8,7.6,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T06:00:00,9.6,7.4,8.7,94.09,0.208,100,rain,0,0,35.6,15.1,222,1007.1,99.3,11.8,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T07:00:00,9.8,8,8.6,91.97,0,0,,0,0,40.2,12.6,224,1007.4,98.9,11.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-12-01T08:00:00,9.8,7.8,8.2,89.3,0,0,,0,0,31.5,14.5,238,1008.1,90,11.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-12-01T09:00:00,9.6,7.8,6.9,83.59,0,0,,0,0,29.2,12,250,1009.1,53.9,11.9,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-12-01T10:00:00,9.2,7,5.7,78.62,0,0,,0,0,29.1,14.5,241,1010.2,41.1,14.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-12-01T11:00:00,9.9,7.3,5.1,72.22,0,0,,0,0,38.3,19,241,1010.6,41.5,17.1,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-12-01T12:00:00,10.3,10.3,4.4,66.66,0,0,,0,0,39.2,19.5,250,1010.6,73,17.1,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
