name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-03-01T00:00:00,10.5,10.5,7.7,82.75,0.148,100,rain,,,,21.5,219,1001.3,91.4,17.4,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T01:00:00,10.1,10.1,7.9,86.48,0,0,,,,54.2,26.9,203,1000.3,96.9,6.6,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T02:00:00,10.3,10.3,7.7,84.17,0.599,100,rain,,,64.8,28.2,211,999.4,95.8,11.1,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T03:00:00,9.8,6.5,7.9,88.06,1.962,100,rain,,,72.4,27.8,212,998,95.8,15.8,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T04:00:00,10.3,10.3,7.7,84.21,0,0,,,,68,36.1,209,995.6,94.1,16.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T05:00:00,10.3,10.3,8.2,86.91,0,0,,,,,33.9,212,995.2,96.9,12.8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T06:00:00,9.6,6.2,7.5,87.1,6.19,100,rain,,,75.6,27.2,241,996,96,3.5,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T07:00:00,9.5,6.2,7.9,89.34,3.913,100,rain,,,48.4,26.5,249,995.6,99.3,8.5,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T08:00:00,9.7,7,7.9,88.65,0.503,100,rain,,,43.1,19.3,240,996.2,91.2,11.7,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T09:00:00,10,7.8,7.9,86.99,0.059,100,rain,,,32.3,16.4,259,997.3,90.8,13,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T10:00:00,10.1,10.1,6.6,78.4,0,0,,,,37.2,20,262,997.7,90,17.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T11:00:00,10.2,10.2,5.3,71.82,0,0,,,,46.4,17.8,258,998,93.1,24.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T12:00:00,10.7,10.7,5,67.66,0,0,,,,42.5,23.9,259,998.7,90,17.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T13:00:00,11.1,11.1,4.9,65.23,0,0,,,,47.2,21.6,260,999.3,90,16.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T14:00:00,12,12,4.3,59.28,0.042,100,rain,,,56.9,26.1,259,998.6,65.2,17.6,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T15:00:00,12,12,4.3,59.51,0,0,,,,54,25.3,253,999.7,87.8,16.8,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T16:00:00,11.6,11.6,4.1,60.03,0,0,,,,51.7,26.7,261,1000,54.1,17.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T17:00:00,11.3,11.3,3.6,59.07,0.048,100,rain,,,57.3,19.8,258,,79.2,17.5,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07150099999"
paris,2007-03-01T18:00:00,10.6,10.6,3.9,63.19,0,0,,,,38.9,15.3,248,,80,23.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07150099999"
paris,2007-03-01T19:00:00,10,10,4,66.22,0,0,,,,33.7,14.8,249,1001,49.3,27.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T20:00:00,9.8,7.7,4.1,67.66,0,0,,,,,15.1,258,1001.4,57.8,27.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T21:00:00,9.3,7.6,3.9,68.76,0,0,,,,14.8,11.7,256,1002,49.3,26.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T22:00:00,8.8,7,3.8,70.92,0,0,,,,25.7,11.3,264,1002,56.5,25.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-03-01T23:00:00,8.3,6.6,3.9,73.7,0,0,,,,25.2,10.5,265,1002.6,45.3,25.1,,,,,Partially cloudy,partly-cloudy-night,
paris,2007-03-02T00:00:00,7.9,6.2,4,76.5,0,0,,,,24.7,9.6,266,1003.2,34.1,24.4,,,,,Partially cloudy,partly-cloudy-night,
paris,2007-03-02T01:00:00,7.4,5.8,4.1,79.35,0,0,,,,24.2,8.8,267,1003.8,22.9,23.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
